1,4,"Abbott, Beatrice",1951-59
1,5,"Abercrombie, Lascelles",1931
,,"Abernethy, Milton A.",
,,"See: Contempo, Box 9, folder 438",
1,6,Academy of American Poets,1937-63
1,7,Academy of Political Science (New York),1935
1,8,Action,1937-38
,,"See also: Alexander Raven Thomson, Box 52, folder 2338",
1,9,Action Nouvelle,1933
1,10,"Adamic, Louis",1945
1,11,"Adams, B. M. G.",1927-58
1,12,"Adelman, George",1936
1,13,The Adelphi,1932
1,14,"Adivar, Halide Edib",1937
1,15,"Adolf, Gustav",1958-59
1,15a,"Agee, James",[1934?]
1,16,Agenda,1936
1,17-25,"Agresti, Olivia Rossetti",1937-59
,,"See also: Giovanni Giovannini, Box 19, folder 831",
,,Includes letters to Agresti by Boris and Mary de Rachewiltz,
1,26,"Aiken, Conrad",1934
,,"Aitken, D. F.",
,,"See: The Listener, Box 30, folder 1260",
,,"Albatross Press, The",
,,"See: John Holroyd-Reece, Box 23, folder 997",
,,Alcestis; a poetry quarterly,
,,"See: Ronald Lane Latimer, Box 28, folder 1197",
,,"Aldington, Hilda",
,,"See: H.D., Box 20, folder 893",
1,27-33,"Aldington, Richard",[1914]-60
,,"See also: T. S. Eliot, Box 15, folder 661",
,,"Includes manuscript of ""Any Georgian (In Memoriam E. M.)""; letters co- authored by Norman Douglas; and a pamphlet by Alexander Robertson, ""Vandalism of the Roman Catholic Church""",
1,34,"Aldrich, Amey",1941
1,35,"Alexander, Michael",1960
,,Includes translation by Alexander,
1,36,"Alhesse, Barbara",1934-1953
1,37,"Al-Khal, Yousuf",1957
1,38,"Allen, Gov. Oscar K.",1935
1,39,"Allen (George) and Unwin, Ltd. (London)",1920-1934
1,40,"Alvarez, Alfred",1955-56
,,"Amaral, José Vázquez",
,,"See: José Vázquez Amaral, Box 1, folder 40",
1,41,"L'Ambrosiano, Milan",1934
1,42,"Amdur, Alice Steiner",1936
2,43,America (New York),1940-59
,,"See also: Giovanni Giovannini, Box 19, folder 831",
,,American Academy of Political and Social Science,
,,"See: Ernest Minor Patterson, Box 39, folder 1665",
2,44,American Book Company,1954
2,45,American Council of Learned Societies,1939
,,American Documentation Institute,
,,"See: Cuthbert Lee, Box 29, folder 1228",
2,46,American Liberty League,1935
2,47,American Mercury,1933-1959
,,"See also: H. L. Mencken, Box 34, folder 1420",
2,48,American Printing House for the Blind,1933
,,The American Quarterly,
,,"See: Edward Dahlberg, Box 11, folder 514",
2,49,The American Review,[1935]
2,50,The American Spectator,1935
2,51,"Amery, Col. J. S.",1935
2,52,"Ames, Herman Vandenburg",1935
2,53,Ana eccetera,1955-63
2,54,"Anceschi, Luciano",1957-59
,,"See also: Vanni Scheiwiller, Box 47, folder 2055",
2,55,"Andermacker, Pola and Gino",1958-1959
2,56-57,"Anderson, Margaret C.",[1912?-55]
,,"See also: Jane Heap, Box 22, folder 954",
,,"See also: John Quinn, Box 43, folder 1813",
,,Includes brief and deposition in the case of Anderson v. Patten (confiscation of October 1917 issue of Little Review) and letter to Homer Pound,
2,58,"Andreani, Roberto",1941
2,59,"Andrews, G. N.",1935
2,60,"Andrews, Wayne",1931-39
2,61,"Angeli, Helen Rossetti",1955-58
2,62,"Angell, Norman, Sir",1935
2,63,"Angleton, James J.",1938-40
,,Includes letter to Pound from Andrews Wanning,
,,"Angoff, Charles",
,,"See: American Mercury, Box 2, folder 47",
2,64-65,"Angold, J. P.",1932-39
,,Includes letter from Gilbert Murray,
2,66,"de Angulo, Jaime",1953-54
2,67,"Ankenbrand, Frank",1932-38
2,68,"Annesley, Claire, Lady",1935-36
2,69-74,"Antheil, George",1923-38
,,"See also: Fernand Léger, Box 29, folder 1231",
2,75,"Anthony, Frank",1953-1963
,,Includes poem by Anthony,
2,76,Anti Europa,1940
2,77,"Anzilotti, Rolando",1940
2,78,"Aponte, Salvatore",1942-1943
2,79,Aquila Press,1929-30
,,"See also: Curtis Brown, Ltd., Box 11, folder 500",
,,"See also: Wynifred Henderson, Box 22, folder 960",
2,80,"Aragon, Louis",1917-27
2,81,"Arche, Verlag der",1954-58
2,82,"Archer, Ray",1958
2,83,Arena,1960
2,84,"Armstrong, A. Joseph",1930-39
2,85,"Arnold, Thurman",1959
2,86,Arrow Editions,[1939]-40
2,87,The Aryan Path,[1936]-39
